name,english_name,base_unit,scientific_name
ريجولاتس اقراص ملين,Reguletts 30tablets,باكت,
ريسبردال 3ملجمX,NULL,باكت,NULL
ريفتريل قطر-X,NULL,قطر,NULL
زيستريل 20ملج اقراص***,ZYSTRYL 20 MG TABS***,باكت,
كتافاست 50مجم ذواب 9ظروف 000,,باكت,
فولتارين امبول 75مجم  6امبولات ديكلوفيناك 000,,باكت,
زيت الصبار امبول ايفاX,NULL,باكت,NULL
البراز 5مجم اقراص صوطيما - بعوم,,باكت,
زيفايكس  100ملجم اقراص,,باكت,
جوسبرين 81مجم اقراص3ش التاج 000,,باكت,
زوكور 20ملجم اقراص 2ش*14ق سعوديXX,,باكت,
زوكور 40ملجم اقراص 4حبات,,باكت,
زيلوريك 100مجم اقراص مصري التاج 000,,باكت,
زيلوريك 300مجم اقراص مصري التاج 000,,باكت,
زيلوكائين مرهم×,,مرهم,
زيناسيف 750فيال0X,NULL,فيالة,NULL
زينكال120ملج  اقراص ** م,,باكت,
ساتيبوكبسولX,NULL,باكت,NULL
سالازوبرين اقراص 500 مجم علب (100قرص)فايزر الاصلي,,علبة,
سبازمو كانيولاز اقرص مصريX,NULL,باكت,NULL
سبازموسيبالجين اقراصX,NULL,باكت,NULL
سبرام اقراص  2شريطX,NULL,باكت,NULL
سبرام اقراص X,NULL,باكت,NULL
سبرسلرج قطرX,NULL,قطر,NULL
سبرسيدك 1%قطرX,NULL,قطر,NULL
سبرسيدوكسلين قطرX,NULL,قطر,NULL
سبرسينكول قطرX,NULL,قطر,NULL
سبرسينكول مرهم عينX,NULL,مرهم,NULL
سبروليسين 10ملجم امبولX,NULL,باكت,NULL
ستانون امبول مصري X,NULL,باكت,NULL
سيردالود 2مجم 2شريط*10قرص -مصري,,باكت,
سرفنت بخاخ,,باكت,
سيليبركس 100ملجم كبسولX,SYLYBRX 100 MG KBSOLX,باكت,
سيليبركس 200ملجم (3ش*10قرص)تركي,SYLYBRX 200 MG KBSOLX,باكت,
سلو-كية 600 اقراص 1شريطX,SLOW-K 600 TAB,شريط,POTASSIUM CHLORIDE
سينتروم لوتين اقراص علب  000,CENTRUM  TAB    30 S.,علبة,
اتاكاند بلص 16/12.5مجم تركي التاج 000,,باكت,
سناكثين ديبوت امبول اصلي اخرى,SYNACTHEN DEPOT 1MG 1ML,أمبولة,SYNACTHEN
سوربينات 10ملجم ا قراص,NULL,+,NULL
سوستانون امبولX,NULL,باكت,NULL
سوليان200ملجمX,NULL,باكت,NULL
سوليان50ملجمX,NULL,باكت,NULL
سونتريوم اقراص علبX,NULL,علبة,NULL
سيالس 5مجم 28قرص الاصلي 000,,باكت,
سيبرسيدكس كمب قطرX,NULL,قطر,NULL
سيبرلا زين 10ملجم امبول X,NULL,باكت,NULL
سيبرلا زين 1ملجم امبول X,NULL,باكت,NULL
سيبرلا زين 5ملجم امبول X,NULL,باكت,NULL
سيتروبيد بخاخ 250,,بخاخ,
سيتوتك 200مج 28اقراص 2شريط X,,باكت,
البراز 1مجم اقراص - سوطيما بعوم,,باكت,
زيزال اقراص الاصلي بالشريط×,,باكت,
سيسادول2ملجم اقراصX,NULL,باكت,NULL
سيفو تاكس 1جرام فيالX,NULL,فيالة,NULL
سينيلار كريم X,NULL,كريم,NULL
شرائح سكر اسنسيا,,باكت,
شرائح فحص السكر اوبتيوم,OPTIUM PLUS,باكت,
شرائح فحص السكر وان تاتش سيلاكت50ش-السقاف,,باكت,
شرائط فحص حمل تقطير الربيعي,,+,
شيتوكال اقراص,,باكت,
شيد اوت كريم,NULL,كريم,NULL
علكة شارك للرجالX,NULL,باكت,NULL
فاستريل ام ار 35مجم (3ش*30قرص)تركي,,باكت,
فاستريل20ملجم اقراص علبX,FASTRYL20 MG TABS ALBX,باكت,
فاسجين اقراص ×,,باكت,
فالتارين قطر X,NULL,قطر,NULL
فاليوم10ملجم اقراص-X,NULL,باكت,NULL
فبروسيل بخاخ مصريX,NULL,علبة,NULL
فلاجيل اقراص250ملج  م ياسر,,باكت,
تريتاس كومب 5مجم/25مجم 2شريط*7قرص,,باكت,
فلتارين 25ملجم اقراص الاصليX,NULL,باكت,NULL
فلدين فلاش 20 ملج - **م,,باكت,
فلكسوناز بخاخ120 مل انف- **م,,بخاخ,
فلنكسول 1ملجم اقراصX,NULL,باكت,NULL
فلوستوب اقراصX,NULL,باكت,NULL
فليكسوتيد50ميكروجم بخاخ,NULL,+,NULL
فليكسونيز بخاخ 120جرعه جلاكسو مصري 000,,بخاخ,
جانوفيا 100ملغم (2*14)قرص **- ت,,باكت,
فينيرجان 25مج اقراص 10ش*25قرص X,,باكت,
فنستيل جل 20 جرام **- م,,تيوب,
فنستيل قطر **م,,قطر,
ليتريكسات ميثوتروكسات 2.5مجم هندي التاج 000,,باكت,
فورادريل 12 مكجم (3ش*10قرص +جهاز للاستنشاق مصري,--FORADIL   INHALATOR,باكت,
فوردون امبول,NULL,+,NULL
فوردون تحاميل ×,NULL,+,NULL
فورس قطر عين 10مل الملك,,قطر,
فيوسيدين 30 جرام كريم X,,تيوب,
فولتارين 25ملجم اقراص ×,NULL,+,NULL
فولتارين ايملجل مصري التاج 000,--VOLTAREN  EMULGEL,تيوب,
فولتارين تحاميل مصريX,NULL,باكت,NULL
فولتارين ريتارد100ملجم الاصليX,NULL,باكت,NULL
فوليك اسيد علب اردني ×,NULL,+,NULL
فياركس بخاخ X,NULL,علبة,NULL
فيبروسيل قطر 15مل X,NULL,قطر,NULL
فيتاسيد كالسيومX,NULL,باكت,NULL
فيتاماكس بلاس2*15  كبسول ** م,,باكت,
فيتو  اندرو بلاس كبسول,,باكت,
فيكا سوري هنديX,NULL,باكت,NULL
فينر جان شرابX,NULL,زجاجة,NULL
فينستل شرابX,NULL,زجاجة,NULL
فينوباريتون امبولX,NULL,باكت,NULL
فيورامين مضمضهX,NULL,حبة,NULL
قطر اسنانX,NULL,قطر,NULL
كابكت شرابX,NULL,زجاجة,NULL
كابوتن 25ملجم اقراص مصري×,NULL,+,NULL
كابوزايد اقراص مصرى,CAPOZIDE 50/25,باكت,CAPTOPRIL+…
كاتركس اقراصX,NULL,باكت,NULL
كاتوفلام اقراص مصري50ملجم X,NULL,باكت,NULL
كافرجوت اقراص ياسر,,باكت,
كانازين حب علبX,NULL,باكت,NULL
كاندريل 100ملجم اقراصX,NULL,باكت,NULL
كاندريل300 ملجم اقراصX,NULL,باكت,NULL
كانديزولكريم مهبلي,NULL,+,NULL
كبنا لوج مرهم X,NULL,مرهم,NULL
كفرسيل اقراص مصريX,,باكت,
كلا يمين اقراصX,NULL,باكت,NULL
فلونكسول ديبوت 40مجم(10امبولات)مصري,,باكت,
كلوربرومازين امبول,CHLORPROMAZINE   2ML,أمبولة,
كلوفين50ملجم شرائظX,NULL,باكت,NULL
كلوميد اقراص ابيضX-,NULL,باكت,NULL
كلوميد 50 ملجم اقراص(10*2شريط)**م,,باكت,
كلوميد اقراص مصري  ص,,باكت,
كمبوزيم حب-X,NULL,باكت,NULL
كوتارج اقراص ×,NULL,+,NULL
كورتجين امبول اطفالX,NULL,باكت,NULL
كورتجين امبول كبارX,NULL,باكت,NULL
كورتفنال اتش مرهمX,NULL,مرهم,NULL
كوردارون 200مجم اقراص مصري,CORDARONE 200MG TAB,باكت,AMIODARONE
كولي يورينال فوارX,NULL,باكت,NULL
كويستران 4جم فوار 20ظرف,QUESTRAN 4G,ظرف,CHOLESTYRAMINE
كومريت اسيا اقراص الفرقان,,باكت,
كونكور 5بلوس اقراص - مصري,--CONCOR 5 PLUS  TAB,باكت,
كونكور بلاص,,باكت,
كيبرون 300مجم اقراص 100قرص علب 000,QUIBRON-TSR  TAB  300MG  20 S,علبة,THEOPHYLLINE
كيبريل اقراص,,باكت,
كيتوفيت مرهمX,NULL,مرهم,NULL
كينالوج مرهم-x,NULL,مرهم,NULL
لارجكتيل اقراص علب باكستانيX,NULL,باكت,NULL
لافيران اقراص,LAVERAN TAB,باكت,PROGUANIL
لاميكتال مصري 100مجم 3شريط اقراص 000,,باكت,
لانوكسين اقراص علب سعودي,,علبة,
لانوكسين اقراص 0.25 اقراص - **م,,علبة,
لانوكسين قطر**,LANOXIN,قطر,
لبان نسائي منشط جنسي,,باكت,
لبان باسون للنساء,NULL,+,NULL
لوبريسور 50مجم اقراص 4شريط اخرى,LOBRYSOR 50MGM TABS,باكت,METOPROLOL
لسكول كبسول 40ملجمX,NULL,باكت,NULL
لاميكتال 50مجم(3شريط*10قرص)سعودي اخرى,,باكت,
لوبان احمرX,NULL,باكت,NULL
لوبيد اقراص 600ملجم ياسر,,باكت,
ليوريزال 10مجم 5شريط تركي 000,,باكت,
لوسك موبسX,NULL,باكت,NULL
لوكاسيلين مرهم 30جرام - تركي,,مرهم,
لوكاكرتين مرهم مصري,,مرهم,
لوميتيل اقراصX,NULL,باكت,NULL
ليبانتيل300جم كبسول التاج 000,LYBANTYL300KBSOL***,باكت,
لوبريسول 100ملجم اقراصX,LOPRESOR 100,باكت,
ليبيتور 20مجم - *** س,,باكت,
ليبيتور اقراص 40مج اقراص 3ش*10ق X,,باكت,
ليجالون اقراص ×,NULL,+,NULL
ليجالون اقراصX,NULL,باكت,NULL
ليجلون اقراص الماني x,,باكت,
ليسكول 80 ملجم اقراص(14*2)**م,,باكت,
لينكوسين فيالX,NULL,فيالة,NULL
لينوسين فيال ×,,فيالة,
ماريفان 1ملجم اقراصX,MAREVAN  1MG TAB,علبة,
ماريفان 3مجم اقراص علب 000,MAREVAN  3MG TAB,علبة,
ماريفان 5ملجم اقراص اخرى,MAREVAN  5MG TAB,علبة,
مالارتاب اقراص,NULL,+,NULL
مالاريل 25ملجم اقراص اصليX,NULL,باكت,NULL
محلول ارواء المانيX,,حبة,
مدرتيكم قطر1%X,NULL,قطر,NULL
مدريتكام قطر 5%X,NULL,قطر,NULL
مدريكول قطر,,قطر,
مكرولكس تحاميلX,NULL,باكت,NULL
مكو ستاتين قطرX,NULL,قطر,NULL
منت فرش بخاخ,,باكت,
منيدياب اقراصX,NULL,باكت,NULL
جانومت 50مجم/1000مجم(8ش*7قرص)سعودي,,باكت,
عسل حيوي في اي بي احمر 12غرام 24 حبة - التاج,,باكت,
موبيك 7.5جم اقراص سعودي التاج 000,,باكت,
موبيك امبول,MOBIC 15MG AMP,باكت,
موداكيت فيال مصري***,MODACYT VIAL MSRY***,فيالة,
موتيفال 0.5مجم/10مجم 2شريط*10قرص-مصري,,باكت,
موتيليوم سعودي 10مجم اقراص التاج 000,,باكت,
موسيجور اقراص 3 شريط مصري التاج 000,,باكت,
مونو ماك اقراصX,NULL,باكت,NULL
ميثرجين اقراص اصليX,NULL,باكت,NULL
ميثرجين اقراص مصري3شريط اخرى,,باكت,
ميثرجين اقرص مصري10قX,NULL,باكت,NULL
ميثوتريكسات2.5مجم علب 100حبه تركي 000,METREX 2.5MG,علبة,METHOTREXATE
ميكاردس 40ملجم اقراص 4شريط X,,باكت,
ميكاردس 80ملجم اقراص 4شريط اخرى,,باكت,
مياكالسيك 100ملج امبول - **م,,باكت,
ميكرنور اقراصX,MICRONOR TAB,باكت,
0,,باكت,
ميكروسبت اقراصX,,باكت,
ميكروسر10ملجم X,NULL,باكت,NULL
ميكرولاكس تحاميل --,--MICROLAX  SUPP,باكت,
ميلاريل 30ملجم اقراص,NULL,باكت,NULL
ميلاريل10ملجم حب علبX,NULL,باكت,NULL
مينالاكس اقراص التاج,--MINALAX  TAB,شريط,
مينوفترين40مكرو بخاخX,NULL,علبة,NULL
مينوماك اقراص 20ملج مصري X,NULL,باكت,NULL
مينى بريس 1مج اقراص,MINIPRESS 1MG TAB,شريط,
مينيدياب اقراص مصري ×,NULL,+,NULL
ميوجسك اقراصX,NULL,باكت,NULL
ميولاستان 50مجم اقراص,NULL,+,NULL
ميولجين كبسولX,NULL,باكت,NULL
ناتريليكس اقراص التاج 000,NATRILIX   S R  TAB   1.5MG  30 S,باكت,
نازيفين 5%قطرX,NULL,قطر,NULL
نترو جلسرين 25مج امبول,NITROGLYCERIN INJ,أمبولة,NITROGLYCERIN
نتروبيل 400ملجم اقراصX,NULL,باكت,NULL
نتروبيل800ملجم كبسول اخرى,,باكت,
نتروماك 2.5اقراصX,NULL,باكت,NULL
عسل كاماجرا عسل ظروف منشط 7ظرف التاج 000,,باكت,
نوراكتون 100ملجم حبX,NULL,باكت,NULL
هاي كوين 2% كريم 30جرام,,باكت,
سولبادين فوار سعودي عبوه 20قرص 000,,باكت,
نورترليل 25ملجم اقراصX,NULL,باكت,NULL
نورتيفال اقراصX,NULL,باكت,NULL
نورفسك5ملجم اقراص,NORVASC  5MG TAB,باكت,
نوفاسين قطر 4% ×,NULL,+,NULL
نيرو بي 1.6.12 ×,NULL,+,NULL
نيموتوب اقراص 3شريط تركي التاج 000,NIMOTOP  3×10 30S,باكت,
نيو سامبون تحاميل,NEO SAMPAAN,باكت,
نيوتروبيل 3ملجم امبولX,NULL,باكت,NULL
نيورازين اقراص×,,باكت,
نيوميلادين اقراصX,NULL,باكت,NULL
هبتا ميل اقراصX,NULL,باكت,NULL
هوستاكورتين اتش5 ملج  -مصري,,باكت,
هوستاكورتين صافي ×,,باكت,
هيدروجين بوكسايد6%- 100مل-الخدروج,,زجاجة,
هيدروكيتوزون فيال مصريX,NULL,فيالة,NULL
هيموتون كبسولX,HAEMOTON   CAP,باكت,
وان الفا 1ملجم اقراص - ** س,,باكت,
وان الفا0.25ملجم **س,,باكت,
زيرتيك 10مجم شريط10اقراص سعودي 000,,باكت,
يوراجرافين امبول,UROGRAFIN 76%  AMP,أمبولة,
يوريسين400كبسول,NULL,+,NULL
يوميزان اقراص اصليX,NULL,باكت,NULL
يوميزان اقراص  نيكلو زاميد 500ملجم تركي التاج 000,,باكت,
يونفيد شراب اكسترانت,,زجاجة,
يونفيد شراب دي ام,,زجاجة,
يونفيد شراب صافي,,زجاجة,
كوزار 50ملج اقراص XX,,باكت,
ميبو مرهم 15جم- الرسمية,Mebo  15gm,مرهم,
ليريكا 75ملج كبسول 1شريط -** ت,,شريط,
اكتوس 30ملج اقراص**,,علبة,
*دياميكرون ام -ار 30ملج تركي 2شريط,,باكت,
صابون نومارك 113غ,,حبة,
نومارك كريم لكل المجموعات  **,,باكت,
فياجرا 50مجم 4اقراص مصري 000,,باكت,
توجامايسين 2جرام تركي**,,فيالة,
فيتامين A  امبول 10 أمبولات XX,VITAMIN A AMP,باكت,
كوسوبت قطر** ت,,قطر,
بروفلجان  فيال 10جرام **,,فيالة,
براليدوكسيم 500ملج امبول 5امبول,BRALYDOXYM 500 MG AMPOL 5AMPOL,فيالة,
فينيتوين امبول 10امبولات ***,FENYTOYN AMPOL 10AMPOLAT ***,باكت,
ميكونازول كريم جلد 2%م/م 30جرام الرسمية,,كريم,
فلونكسول ديبوت 20مل امبول تركي التاج 000,,باكت,
كلوبكسول 200 ملج امبول ديبوت التاج 000,,باكت,
كوفرسيل 5مجم 30قرص علب تركي 000,,علبة,
سيبرالكس10ملج اقراص عبوة 2شريط التاج 000,CIPRALX10 MG TABS ABOT 2STRIP**,باكت,
ريلاكسون كبسول عبوة 3شريط التاج 000,,باكت,
اسبرين 100ملج 2شريط تركي,,باكت,
فوزاماكس70ملج اقراص اخرى,,باكت,
ليدازا امبول 10*10**,,باكت,
انتي سناك فيال سعودي **,,فيالة,
لاميزيل كريم 15جم ياسر,,كريم,
شداد القوة /كبسول,,باكت,
كاربيمازول 5ملج اقراص مصري,,علبة,
*دياميكرون ام ار 30ملج مصري,,باكت,
فاستاريل ام ار 30ملج اقراص اخرى,,باكت,
ليسكول 20ملج *,,باكت,
نيتروديرم لصقة للقلب *,,باكت,
كلاريثرومايسين 500ملج *,,باكت,
سلومدرول (1000ملج )/فيال***,,فيالة,
كوزي فرال  مرهم عين ***,,حبة,
دوستانيكس  0.5ملج اقراص/2قرص*** تر,DOSTANYX  0 .5 MG TABS/2GRS***,علبة,
نورنتين 400ملج كبسولة/5شريط***,,باكت,
ايفوريا شوكولاتة للرجال فقط ياسر,,باكت,
سناك فومين فيال انتي سناك داء الثعبان ميدستور,,فيالة,
تيجريتول سي ار 400ملج كبسول ناتكو,,باكت,
تريتاس 5مجم 14قرص 2شريط 000,,باكت,
ريتينا اية كريم ***,,كريم,
انافرانيل اس ار 75مجم اقراص مصري 000,,باكت,
بالودرين 100مجم اقراص 1شريط X,,شريط,
ناتريليكس اس ار اقراص2شريط فرنسيX 30 قرص,NATRYLYX AS AR TABS 3STRIP FRNSYX,باكت,
ريباريل 40مج اقراص 40قرص X,,باكت,
فاستاريل ام ار/اقراص 60قرص** ت,,باكت,
ايسيدريكس 25مج اقراص X,,باكت,
سيفيزوكس 1000مج فيالة الحكمةXX,,فيالة,
نيموتوب اقراص 30ق XX,NIMOTOP  30S,علبة,
جليزايد 80مج اقراص 3ش*10ق XX,,باكت,
هيزار اقراص 50/12.5ملج - القدس,,باكت,
كوديوفان 80/12.5 اقراص XX,CO-DIOVAN   80/12.5 TAB   2X14 S,باكت,
سولونيكس دي تي 100مج اقراص 10*10 XX,SOLONEX  DT  100MG TAP 10*10,باكت,
عسل الملكي رويال هوني في اي بي لون اصفر 10جم *24 ضرف,,باكت,
دوجماتيل 50ملجم كبسول3ش*10ك اخرى,,باكت,
جاسيك 20مج كبسول علب XX,GASEC - 20MG CAP,علبة,
ليبيتور اقراص 10مج اقراص 3ش*10ق XX,,باكت,
فيبروسيل جل للانف 12جرام **س,,تيوب,
كالسيوم كاربونات 600مج اقراص 60ق XX,CALCIUM CARBONATE TAP 60S,علبة,
ترنتال امبول 10امبولات XX,TRENTAL,باكت,
نومارك كريم اقل من 25 سنة  **,,باكت,
نومارك كريم اكبر من 25 سنة  **,,تيوب,
بــريــانيـل سي ار اقراص 5ش*10ق 000,,باكت,
ليريكا 150ملج كبسول1* 2شريط مص,,باكت,
كيبرا 500ملج اقراص 5ش تركي التاج 000,KEPPRA  TAB  500MG  5X10 S,باكت,
اميوران 50مجم اقراص 4شريط 000,AMYRAN 50 MG TABS  /4STRIP***,باكت,
باريت 20ملجم 2*7قرص)مصري,BARYT 20 MG ***,باكت,
ماركائين امبول  5امبولات,MARKAEYN AMPOL  5AMPOLAT,باكت,
كوبرا اعشاب جنسنج,,باكت,
جنسنج بيض - xx,,حبة,
سينجذا اقراص,,حبة,
ستربتوكين  اقراص -,,باكت,
دافلون 500مجم اقراص ( 15*2 شريط )مصري التاج 000,,باكت,
رواكول اقراص - ياسر عبوة 3 شريط xx,,باكت,
اكرتين 0.25كريم جمجوم فارما الجراش 000,,تيوب,
بيكلوتس 500 بخاخ xx,,حبة,
بلادول 300مجم امبول -باراسيتامول-,,باكت,
فوجالين امبول  - ساري,,باكت,
اوكيوسول20% قطر-,,حبة,
ايبوبروفين 200مجم اقراص هندي 10شريط,,باكت,
سيفترياكسون 1000ملجم الخزان,,حبة,
جينو دكتارين تحاميل 400ملجم,GYNO DKTARYN SUPP 400 MG,باكت,
كريستور15ملجم اقراص,KRSTOR10 MG TABS AX  -,باكت,
تيفانيك اقراص 500ملجم الرسمية,TEEFANYK TABS 500 MG ALRSMYT,باكت,
باراسيتامول تحاميل120ملجم 100تحميلة,BARASYTAMOL SUPP120 MG 100THMYLT,باكت,
نيكلو سذي ام بي فورة كبسول,NYKLO STHY AM BY FORT KBSOL,باكت,
دال فورس كبسول الرسمية,DAL FORS KBSOL ALRSMYT,علبة,
لونج تايم كبسول الرسمية,LONG TAYM KBSOL ALRSMYT,علبة,
ديكساميتازون نصف فيال 4ملجم منوع,DYXAMYTAZON NSF VIAL 4 MG MNOA,فيالة,
جي جونت كريم مساج علي الفعالية,GY GONT CREAM MSAG ALY ALFAALYT,باكت,
ايزوبتين 40ملجم (10*3 شريط) اقراص تركي 000,Isoptin 40mg tablet,باكت,
ايزوبتين اس ار 240  ملجم اقراص,Isoptin sr 240mg...,باكت,
ليبوكلوكس  امبيسيلين فيال,Laboclox  ampicillin,باكت,
مصل اي بي مضاد لسموم الثعابين فيال,,فيالة,
اتاكاند 8مجم (2*14)قرص تركي 000,,باكت,
اكس مان جل 15 جم راغب,,جل,
ديكلونور 10*3مل امبول-هندي,DICLONOR 10*3ML Ampoules,باكت,
اريثرومايسين 125مل شراب الدثير,,علبة,
ديكساميد اقراص عبوة 10شريط الماني ْْ,,باكت,
ريفريش تريز قطر,,قطر,
فافرين 100ملجم2شريط*15قرص مصري اخرى,,باكت,
لاميكتال دي سي 50ملجم اقراص ***,,باكت,
مارفيلون 21 اقراص اخرى,,باكت,
افيكسور اكس 75ملجم (2ش*14قرص) تركي***,,باكت,
ريمرون 30ملجم اقراص ميرتاز **,,باكت,
ترافاتان قطر 2.5مل -مصري,,قطر,
جاستروبيوتك 200مجم اقراص 3*10اقراص 000,,باكت,
لوريسال اقراص 25ملجم - اكس,,باكت,
لوبيد 600ملجم  اقراص الاصلي  **,,باكت,
بيودال 50000وحدة دولية اقراص علب20حبه****,,علبة,
كولستران بودر12كيس ***,,باكت,
شينجداء اقراص صيني ابو شريط اصفر 10اقراص,,باكت,
عناصر الشهوة اقراص **,,باكت,
- النملة السوداء منشط جنسي - الاسدين,,باكت,
سيالس20مجم 4 اقراص التاج000,,باكت,
جنسنج الغزال اقراص علب,,علبة,
ميني برس 20ملجم اقراص ***,,باكت,
دينول 120ملجم اقراص ***,,باكت,
كولوفيرين د اقراص ***,,باكت,
سوليوبريد 20مجم(2ش*10قرص)مصري,,باكت,
يورالايت- يو -حبيبات ***س,,علبة,
دوفاستون اقراص سعودي,,باكت,
كونترولوك 40مجم اقراص تاكيدا التاج 0000,,شريط,
اجيولاكس علب التاج 000,,علبة,
انافرانيل75ملجم اقراص تركي اخرى,,باكت,
دايلاترند.25ملجم (10*3 شريط) ** س,,باكت,
مستينون علب(20قرص)القدس,,علبة,
دسبتالين ريتارد 200ملجم كبسول تركي التاج 000,,باكت,
ليبونكس 25ملجم اقراص 5شريط ياسر,,باكت,
اونجليزا 5ملجم كبسول علب***,,علبة,
زيتانكس 5ملجم اقراص شرائط,,شريط,
شوكلاته مقوي رجال ملك النمر,,باكت,
انسولين70/30 امريكي,,أمبولة,
جالفس اقراص 50مجم استيراد مصر 2شريط التاج 0000,,باكت,
اكنيتون2ملجم سعودي عبوه 50قرص اخرى,,باكت,
بيسلفون اقراص مصري,,باكت,
بروكورالان 5ملجم 4ش*7اقراص مصري التاج 000,,باكت,
بروميثازين شراب العزاني فينرجان,,باكت,
اورسو بلاص مصري كبسول التاج 000,,باكت,
اوروكين100ملجم سيفيكسيم شراب,,علبة,
توب اوف انجوي فياجر للرجال,,باكت,
هيدرا 500ملجم 10*10 **تركي,,باكت,
تريتاس10ملجم حب مصري 20قرص,,باكت,
باتانول قطر الكون,,باكت,
تريتاس 2.5ملجم الاصلي فرنسي30حبه,,باكت,
شوكومان شوكلاته رجال,,باكت,
بروتوبيك مرهم 0.1% سعودي,,باكت,
زيرتك 10مجم اقراص مصري 000,,باكت,
سيزال اقراص اكس,,باكت,
ليبيتور 20ملجم تركي,,باكت,
ارافا 20مجم اقراص علب 000,,باكت,
سيريتايد دسك 500ميكرو شفط 000,,باكت,
بنتاسا500اقراص 10شريط اخرى,,باكت,
بيدوفكس اقراص بلافكس سعودي 75ملجم,,باكت,
تينورمين 50ملجم (14 قرص) مصري,,باكت,
موبيك سعودي 15ملجم,,باكت,
بيتيدين امبول باكت 10امبولات,,باكت,
ديسفلاتيل حب 10شريط,,باكت,
بروكولان5ملجم  ص مصري,,باكت,
سيلسيبت 500مجم(5شريط*10قرص)تركي 000,,باكت,
دوجماتيل50مل عبوة شريط30حبه سعودي,,باكت,
ايو كاربون اقرص اكس10شريط,,باكت,
تيرس ناشرال فيري فيالات 32حبه -**ت,,باكت,
كلاموكس1جرام عبوه 14كبسوله التاج 000,,باكت,
ميكاردس بلاص 80/12.5 الاصلي اخرى,,باكت,
سي وان فيال 1جرام ابوت سيفتراكسون,,باكت,
لازين اقراص 5ملجم ليفار ليفوسيتريزين,,باكت,
انفكسيا 500 ملجم (5*2 شريط التاج ...,,باكت,
سيبريفا بخاخ  18جرام اخرى,,بخاخ,
جالفيز ميت 1000/50تركي6شريط  000,,باكت,
بلافكس اقراص75تركي اخرى,,باكت,
لاسيكس الاصلي  (5امبولات)الماني,,باكت,
انسولين انسولاتارد دنمركي اخضر,,فيالة,
جالفوس ميت 50/850تركي,,باكت,
سي في اي بيه شراب100مل,,علبة,
كيناكومب كريم مصري 15جم التاج 000,,كريم,
نيتروجينا غسول لحب الشباب خالي من الزيوت,,علبة,
جلمنتين 1ملجم اشرطه شريط 5حبات,,شريط,
اماريل 2ملجم تركي اخرى,,باكت,
اماريل 3ملجم تركي اخرى,,باكت,
كلبكسول اقراص 2ملجم علب ياسر,,علبة,
رسبردال 1ملجم عبوه شريط واحد اكس,,باكت,
بيكلو ازما بخاخ اخرى,,باكت,
فيتامين د3 امبولات 5 صيني ديفارول600000 اخرى,,باكت,
ميتولازون ميتنكس  يوراميت 5ملجم(10ش*10ق)هندي,uromet,باكت,
سفيكسيم 400ايراني لقمان 677-126,,باكت,
لقاح داء الكلب,vacrabies,حقن,
زينات 500 الاصلي احمر,,باكت,
صودو كريم 125 جرام وسط,,علبة,
كلاسيد 500 ملجم اقراص (2*7) **م,,باكت,
اتروز 20  ملجم3*10 اخرى,,باكت,
ديبروساليك  مرهم مصري اخرى,,تيوب,
بيتاسرك 16ملجم اقراص 3 شريط مصري التاج 000,,باكت,
اتيروز 40مجم تركي3*10 التاج 000,,باكت,
بروليوتون ديبوت 250ملجم 3امبولات اكس,,باكت,
درموفيت كريم 10جرام اكس باكستاني,,تيوب,
زنتل اقراص اكس باكستاني,,باكت,
زنتل شراب 10مل اكس,,علبة,
بريد فورت قطر 5مل - مصري,,قطر,
فنتولين بخاخ الاصلي 100مكروجرام- باكستاني,,بخاخ,
ايموديم 2ملجم 10*6 اقراص - باكستاني,,باكت,
ديسفلاتيك اقراص30قرص - اكس,,باكت,
كورنيس 6.25مج اقراص التاج 000,,باكت,
بيزوكارد 5ملج اقراص سعودي,,شريط,
سترس تابس اكتيف فورميلا الاصلي-  ياسر,,علبة,
نيزورال كريم30جم **س,,تيوب,
فياجرا 50ملج 4اقراص**م,,باكت,
كيناكومب مرهم مصري 15جم التاج 000,,مرهم,
بروكتوجليفنول كريم 30جرام- تركي اخرى,,تيوب,
بروفينيد جل 2.5% - اكس,,تيوب,
زنتاك امبول 2مل 5 امبولات -اكس,,باكت,
فيرموكس شراب - 30مل اخرى,,زجاجة,
فيرموكس / 100ملجم 6*10 - ب,,باكت,
لوسيرام 10ملج اقرص اخرى,,باكت,
فيوسيدين 15 جرام مرهم X,,تيوب,
توب اف انجوي منشط -  اكس,,باكت,
ادفيل 200ملجم عبوة 50 قرص - اكس,,علبة,
زيفو 8ملج اقراص 20 قرص -اكس,,باكت,
ديلوكسول 75مجم اقراص 000,,باكت,
نافيدكسين اقراص -باكستاني اخرى,,باكت,
نيزورال كريم 15جم - اكس مصري,,تيوب,
جينيرا اقراص - اكس,,باكت,
دكتاكورت كريم 15 جرام - باكستاني,,تيوب,
بونستان فورت500ملجم 20شريط -باكستاني,,باكت,
اوجمنتين شراب 156ملجم- باكستاني,,زجاجة,
اوجمنتين شراب 312ملجم- باكستاني,,زجاجة,
نافيدوكسين 100قرص- اكس,,باكت,
بروتوبيك كريم .03- اكس,,تيوب,
لانزور30 ملجم علب - اكس,,علبة,
زيرتك قطر - اكس,,باكت,
يوراكس كريم 20جرام-  سعودي اكس,,تيوب,
كلاموكس 625كبسول تركي 000,,باكت,
سيروكويل اقراص 100ملج - 6شريط اكس,,باكت,
افيكسور اكس 75ملجم اقراص عبوة شريط ***,,باكت,
بيتوبتك 5مل قطر اخرى,,قطر,
